model,training,eval_lang,step,pred_langs
pan_Guru,['pan_Guru'],urd_Arab,Step1,{}
pan_Guru,['pan_Guru'],urd_Arab,Step50+sbeam8,{}
pan_Guru,['pan_Guru'],guj_Gujr,Labels,{'guj_Gujr': 0.99}
pan_Guru,['pan_Guru'],guj_Gujr,Base,{'pan_Guru': 0.99}
pan_Guru,['pan_Guru'],guj_Gujr,Step1,{}
pan_Guru,['pan_Guru'],guj_Gujr,Step50+sbeam8,{}
pan_Guru,['pan_Guru'],sin_Sinh,Labels,{'eng_Latn': 0.19}
pan_Guru,['pan_Guru'],sin_Sinh,Base,{'pan_Guru': 0.98}
pan_Guru,['pan_Guru'],sin_Sinh,Step1,{}
pan_Guru,['pan_Guru'],sin_Sinh,Step50+sbeam8,{}
pan_Guru,['pan_Guru'],pan_Guru,Labels,{'pan_Guru': 1.0}
pan_Guru,['pan_Guru'],pan_Guru,Base,{'pan_Guru': 1.0}
pan_Guru,['pan_Guru'],pan_Guru,Step1,{}
pan_Guru,['pan_Guru'],pan_Guru,Step50+sbeam8,{}
pan_Guru,['pan_Guru'],tur_Latn,Labels,{'tur_Latn': 0.99}
pan_Guru,['pan_Guru'],tur_Latn,Base,"{'pan_Guru': 0.81, 'eng_Latn': 0.1}"
pan_Guru,['pan_Guru'],tur_Latn,Step1,{}
pan_Guru,['pan_Guru'],tur_Latn,Step50+sbeam8,{}
pan_Guru,['pan_Guru'],kaz_Cyrl,Labels,{'kaz_Cyrl': 0.99}
pan_Guru,['pan_Guru'],kaz_Cyrl,Base,{'pan_Guru': 0.95}
pan_Guru,['pan_Guru'],kaz_Cyrl,Step1,{}
pan_Guru,['pan_Guru'],kaz_Cyrl,Step50+sbeam8,{}
pan_Guru,['pan_Guru'],cmn_Hani,Labels,{'cmn_Hani': 1.0}
pan_Guru,['pan_Guru'],cmn_Hani,Base,"{'pan_Guru': 0.71, 'eng_Latn': 0.27}"
pan_Guru,['pan_Guru'],cmn_Hani,Step1,{}
pan_Guru,['pan_Guru'],cmn_Hani,Step50+sbeam8,{}
pan_Guru,['pan_Guru'],jpn_Jpan,Labels,{'jpn_Jpan': 0.99}
pan_Guru,['pan_Guru'],jpn_Jpan,Base,"{'pan_Guru': 0.75, 'eng_Latn': 0.21}"
pan_Guru,['pan_Guru'],jpn_Jpan,Step1,{}
pan_Guru,['pan_Guru'],jpn_Jpan,Step50+sbeam8,{}
pan_Guru,['pan_Guru'],kor_Hang,Labels,{'kor_Hang': 0.99}
pan_Guru,['pan_Guru'],kor_Hang,Base,"{'pan_Guru': 0.87, 'eng_Latn': 0.08}"
pan_Guru,['pan_Guru'],kor_Hang,Step1,{}
pan_Guru,['pan_Guru'],kor_Hang,Step50+sbeam8,{}
pan_Guru,['pan_Guru'],mon_Cyrl,Labels,{'mon_Cyrl': 0.99}
pan_Guru,['pan_Guru'],mon_Cyrl,Base,{'pan_Guru': 0.97}
pan_Guru,['pan_Guru'],mon_Cyrl,Step1,{}
pan_Guru,['pan_Guru'],mon_Cyrl,Step50+sbeam8,{}
pan_Guru,['pan_Guru'],hun_Latn,Labels,{'hun_Latn': 1.0}
pan_Guru,['pan_Guru'],hun_Latn,Base,"{'pan_Guru': 0.63, 'eng_Latn': 0.21}"
pan_Guru,['pan_Guru'],hun_Latn,Step1,{}
pan_Guru,['pan_Guru'],hun_Latn,Step50+sbeam8,{}
pan_Guru,['pan_Guru'],mhr_Cyrl,Labels,"{'kaz_Cyrl': 0.61, 'mon_Cyrl': 0.26}"
pan_Guru,['pan_Guru'],mhr_Cyrl,Base,{'pan_Guru': 0.95}
pan_Guru,['pan_Guru'],mhr_Cyrl,Step1,{}
pan_Guru,['pan_Guru'],mhr_Cyrl,Step50+sbeam8,{}
pan_Guru,['pan_Guru'],fin_Latn,Labels,{'fin_Latn': 0.99}
pan_Guru,['pan_Guru'],fin_Latn,Base,"{'pan_Guru': 0.49, 'eng_Latn': 0.42}"
pan_Guru,['pan_Guru'],fin_Latn,Step1,{}
pan_Guru,['pan_Guru'],fin_Latn,Step50+sbeam8,{}
tur_Latn,['tur_Latn'],deu_Latn,Labels,{'deu_Latn': 1.0}
tur_Latn,['tur_Latn'],deu_Latn,Step1,{'deu_Latn': 0.91}
tur_Latn,['tur_Latn'],deu_Latn,Step50+sbeam8,"{'deu_Latn': 0.81, 'tur_Latn': 0.16}"
tur_Latn,['tur_Latn'],deu_Latn,Base,"{'deu_Latn': 0.91, 'tur_Latn': 0.06}"
tur_Latn,['tur_Latn'],ydd_Hebr,Labels,{'heb_Hebr': 0.99}
tur_Latn,['tur_Latn'],ydd_Hebr,Step1,{'tur_Latn': 0.89}
tur_Latn,['tur_Latn'],ydd_Hebr,Step50+sbeam8,{'tur_Latn': 0.89}
tur_Latn,['tur_Latn'],ydd_Hebr,Base,{'tur_Latn': 0.9}
tur_Latn,['tur_Latn'],heb_Hebr,Labels,{'heb_Hebr': 1.0}
tur_Latn,['tur_Latn'],heb_Hebr,Step1,{'tur_Latn': 0.97}
tur_Latn,['tur_Latn'],heb_Hebr,Step50+sbeam8,{'tur_Latn': 0.95}
tur_Latn,['tur_Latn'],heb_Hebr,Base,{'tur_Latn': 0.96}
tur_Latn,['tur_Latn'],arb_Arab,Labels,{'arb_Arab': 1.0}
tur_Latn,['tur_Latn'],arb_Arab,Step1,{'tur_Latn': 0.93}
tur_Latn,['tur_Latn'],arb_Arab,Step50+sbeam8,{'tur_Latn': 0.92}
tur_Latn,['tur_Latn'],arb_Arab,Base,"{'tur_Latn': 0.79, 'arb_Arab': 0.15}"
tur_Latn,['tur_Latn'],amh_Ethi,Labels,"{'amh_Ethi': 0.81, 'eng_Latn': 0.14}"
tur_Latn,['tur_Latn'],amh_Ethi,Step1,{'tur_Latn': 0.91}
tur_Latn,['tur_Latn'],amh_Ethi,Step50+sbeam8,{'tur_Latn': 0.91}
tur_Latn,['tur_Latn'],amh_Ethi,Base,{'tur_Latn': 0.8}
tur_Latn,['tur_Latn'],mlt_Latn,Labels,"{'eng_Latn': 0.13, 'deu_Latn': 0.19, 'mlt_Latn': 0.24, 'fin_Latn': 0.11}"
tur_Latn,['tur_Latn'],mlt_Latn,Step1,"{'eng_Latn': 0.11, 'tur_Latn': 0.71}"
tur_Latn,['tur_Latn'],mlt_Latn,Step50+sbeam8,"{'eng_Latn': 0.12, 'tur_Latn': 0.7}"
tur_Latn,['tur_Latn'],mlt_Latn,Base,"{'eng_Latn': 0.16, 'tur_Latn': 0.66}"
tur_Latn,['tur_Latn'],hin_Deva,Labels,"{'hin_Deva': 0.72, 'eng_Latn': 0.24}"
tur_Latn,['tur_Latn'],hin_Deva,Step1,"{'eng_Latn': 0.25, 'tur_Latn': 0.69}"
tur_Latn,['tur_Latn'],hin_Deva,Step50+sbeam8,"{'eng_Latn': 0.25, 'tur_Latn': 0.68}"
tur_Latn,['tur_Latn'],hin_Deva,Base,"{'eng_Latn': 0.32, 'tur_Latn': 0.63}"
tur_Latn,['tur_Latn'],urd_Arab,Labels,{'urd_Arab': 0.98}
tur_Latn,['tur_Latn'],urd_Arab,Step1,{'tur_Latn': 0.93}
tur_Latn,['tur_Latn'],urd_Arab,Step50+sbeam8,{'tur_Latn': 0.92}
tur_Latn,['tur_Latn'],urd_Arab,Base,{'tur_Latn': 0.9}
tur_Latn,['tur_Latn'],guj_Gujr,Labels,{'guj_Gujr': 0.99}
tur_Latn,['tur_Latn'],guj_Gujr,Step50+sbeam8,{'tur_Latn': 0.94}
tur_Latn,['tur_Latn'],sin_Sinh,Labels,{'eng_Latn': 0.19}
tur_Latn,['tur_Latn'],sin_Sinh,Step1,{'tur_Latn': 0.95}
tur_Latn,['tur_Latn'],sin_Sinh,Step50+sbeam8,{'tur_Latn': 0.94}
tur_Latn,['tur_Latn'],sin_Sinh,Base,{'tur_Latn': 0.94}
tur_Latn,['tur_Latn'],pan_Guru,Labels,{'pan_Guru': 1.0}
tur_Latn,['tur_Latn'],pan_Guru,Step1,{'tur_Latn': 0.91}
tur_Latn,['tur_Latn'],pan_Guru,Step50+sbeam8,{'tur_Latn': 0.89}
tur_Latn,['tur_Latn'],pan_Guru,Base,{'tur_Latn': 0.9}
tur_Latn,['tur_Latn'],tur_Latn,Labels,{'tur_Latn': 0.99}
tur_Latn,['tur_Latn'],tur_Latn,Step1,{'tur_Latn': 0.99}
tur_Latn,['tur_Latn'],tur_Latn,Step50+sbeam8,{'tur_Latn': 0.99}
tur_Latn,['tur_Latn'],tur_Latn,Base,{'tur_Latn': 0.99}
tur_Latn,['tur_Latn'],kaz_Cyrl,Labels,{'kaz_Cyrl': 0.99}
tur_Latn,['tur_Latn'],kaz_Cyrl,Step1,{'tur_Latn': 0.98}
tur_Latn,['tur_Latn'],kaz_Cyrl,Step50+sbeam8,{'tur_Latn': 0.97}
tur_Latn,['tur_Latn'],kaz_Cyrl,Base,{'tur_Latn': 0.98}
tur_Latn,['tur_Latn'],cmn_Hani,Labels,{'cmn_Hani': 1.0}
tur_Latn,['tur_Latn'],cmn_Hani,Step1,"{'tur_Latn': 0.88, 'eng_Latn': 0.06}"
tur_Latn,['tur_Latn'],cmn_Hani,Step50+sbeam8,"{'tur_Latn': 0.83, 'eng_Latn': 0.1}"
tur_Latn,['tur_Latn'],cmn_Hani,Base,"{'cmn_Hani': 0.16, 'tur_Latn': 0.79}"
tur_Latn,['tur_Latn'],jpn_Jpan,Labels,{'jpn_Jpan': 0.99}
tur_Latn,['tur_Latn'],jpn_Jpan,Step1,{'tur_Latn': 0.89}
tur_Latn,['tur_Latn'],jpn_Jpan,Step50+sbeam8,"{'eng_Latn': 0.12, 'tur_Latn': 0.78}"
tur_Latn,['tur_Latn'],jpn_Jpan,Base,{'tur_Latn': 0.92}
tur_Latn,['tur_Latn'],kor_Hang,Labels,{'kor_Hang': 0.99}
tur_Latn,['tur_Latn'],kor_Hang,Step1,{'tur_Latn': 0.92}
tur_Latn,['tur_Latn'],kor_Hang,Step50+sbeam8,"{'eng_Latn': 0.06, 'tur_Latn': 0.9}"
tur_Latn,['tur_Latn'],kor_Hang,Base,{'tur_Latn': 0.93}
tur_Latn,['tur_Latn'],mon_Cyrl,Labels,{'mon_Cyrl': 0.99}
tur_Latn,['tur_Latn'],mon_Cyrl,Step1,{'tur_Latn': 0.95}
tur_Latn,['tur_Latn'],mon_Cyrl,Step50+sbeam8,{'tur_Latn': 0.92}
tur_Latn,['tur_Latn'],mon_Cyrl,Base,{'tur_Latn': 0.96}
tur_Latn,['tur_Latn'],hun_Latn,Labels,{'hun_Latn': 1.0}
tur_Latn,['tur_Latn'],hun_Latn,Step1,"{'tur_Latn': 0.64, 'hun_Latn': 0.25}"
tur_Latn,['tur_Latn'],hun_Latn,Step50+sbeam8,"{'tur_Latn': 0.74, 'hun_Latn': 0.17}"
tur_Latn,['tur_Latn'],hun_Latn,Base,"{'tur_Latn': 0.45, 'hun_Latn': 0.43}"
tur_Latn,['tur_Latn'],mhr_Cyrl,Labels,"{'kaz_Cyrl': 0.61, 'mon_Cyrl': 0.26}"
tur_Latn,['tur_Latn'],mhr_Cyrl,Step1,{'tur_Latn': 0.88}
tur_Latn,['tur_Latn'],mhr_Cyrl,Step50+sbeam8,{'tur_Latn': 0.84}
tur_Latn,['tur_Latn'],mhr_Cyrl,Base,{'tur_Latn': 0.91}
tur_Latn,['tur_Latn'],fin_Latn,Labels,{'fin_Latn': 0.99}
tur_Latn,['tur_Latn'],fin_Latn,Step1,"{'tur_Latn': 0.84, 'fin_Latn': 0.11}"
tur_Latn,['tur_Latn'],fin_Latn,Step50+sbeam8,"{'tur_Latn': 0.85, 'fin_Latn': 0.08}"
tur_Latn,['tur_Latn'],fin_Latn,Base,"{'fin_Latn': 0.12, 'tur_Latn': 0.83}"
kaz_Cyrl,['kaz_Cyrl'],deu_Latn,Labels,{'deu_Latn': 1.0}
kaz_Cyrl,['kaz_Cyrl'],deu_Latn,Base,"{'kaz_Cyrl': 0.08, 'eng_Latn': 0.07, 'deu_Latn': 0.74}"
kaz_Cyrl,['kaz_Cyrl'],deu_Latn,Step1,"{'kaz_Cyrl': 0.15, 'eng_Latn': 0.09, 'deu_Latn': 0.63}"
kaz_Cyrl,['kaz_Cyrl'],deu_Latn,Step50+sbeam8,"{'eng_Latn': 0.13, 'deu_Latn': 0.47, 'kaz_Cyrl': 0.25}"
kaz_Cyrl,['kaz_Cyrl'],ydd_Hebr,Labels,{'heb_Hebr': 0.99}
kaz_Cyrl,['kaz_Cyrl'],ydd_Hebr,Base,{'kaz_Cyrl': 0.95}
kaz_Cyrl,['kaz_Cyrl'],ydd_Hebr,Step1,{'kaz_Cyrl': 0.93}
kaz_Cyrl,['kaz_Cyrl'],ydd_Hebr,Step50+sbeam8,{'kaz_Cyrl': 0.91}
kaz_Cyrl,['kaz_Cyrl'],heb_Hebr,Labels,{'heb_Hebr': 1.0}
kaz_Cyrl,['kaz_Cyrl'],heb_Hebr,Base,"{'eng_Latn': 0.24, 'kaz_Cyrl': 0.63}"
kaz_Cyrl,['kaz_Cyrl'],heb_Hebr,Step1,"{'kaz_Cyrl': 0.74, 'eng_Latn': 0.18}"
kaz_Cyrl,['kaz_Cyrl'],heb_Hebr,Step50+sbeam8,"{'kaz_Cyrl': 0.77, 'eng_Latn': 0.15}"
kaz_Cyrl,['kaz_Cyrl'],arb_Arab,Labels,{'arb_Arab': 1.0}
kaz_Cyrl,['kaz_Cyrl'],arb_Arab,Base,"{'eng_Latn': 0.62, 'kaz_Cyrl': 0.22}"
kaz_Cyrl,['kaz_Cyrl'],arb_Arab,Step1,"{'eng_Latn': 0.58, 'kaz_Cyrl': 0.26}"
kaz_Cyrl,['kaz_Cyrl'],arb_Arab,Step50+sbeam8,"{'kaz_Cyrl': 0.31, 'eng_Latn': 0.5}"
kaz_Cyrl,['kaz_Cyrl'],amh_Ethi,Labels,"{'amh_Ethi': 0.81, 'eng_Latn': 0.14}"
kaz_Cyrl,['kaz_Cyrl'],amh_Ethi,Base,{'kaz_Cyrl': 0.9}
kaz_Cyrl,['kaz_Cyrl'],amh_Ethi,Step1,{'kaz_Cyrl': 0.9}
kaz_Cyrl,['kaz_Cyrl'],amh_Ethi,Step50+sbeam8,{'kaz_Cyrl': 0.89}
kaz_Cyrl,['kaz_Cyrl'],mlt_Latn,Labels,"{'eng_Latn': 0.13, 'deu_Latn': 0.19, 'mlt_Latn': 0.24, 'fin_Latn': 0.11}"
kaz_Cyrl,['kaz_Cyrl'],mlt_Latn,Base,"{'eng_Latn': 0.26, 'kaz_Cyrl': 0.52}"
kaz_Cyrl,['kaz_Cyrl'],mlt_Latn,Step1,"{'eng_Latn': 0.25, 'kaz_Cyrl': 0.48}"
kaz_Cyrl,['kaz_Cyrl'],mlt_Latn,Step50+sbeam8,"{'eng_Latn': 0.26, 'kaz_Cyrl': 0.46}"
kaz_Cyrl,['kaz_Cyrl'],hin_Deva,Labels,"{'hin_Deva': 0.72, 'eng_Latn': 0.24}"
kaz_Cyrl,['kaz_Cyrl'],hin_Deva,Base,"{'kaz_Cyrl': 0.56, 'eng_Latn': 0.37}"
kaz_Cyrl,['kaz_Cyrl'],hin_Deva,Step1,"{'eng_Latn': 0.31, 'kaz_Cyrl': 0.57}"
kaz_Cyrl,['kaz_Cyrl'],hin_Deva,Step50+sbeam8,"{'kaz_Cyrl': 0.59, 'eng_Latn': 0.27}"
kaz_Cyrl,['kaz_Cyrl'],urd_Arab,Labels,{'urd_Arab': 0.98}
kaz_Cyrl,['kaz_Cyrl'],urd_Arab,Base,"{'kaz_Cyrl': 0.85, 'eng_Latn': 0.06}"
kaz_Cyrl,['kaz_Cyrl'],urd_Arab,Step1,"{'kaz_Cyrl': 0.81, 'eng_Latn': 0.09}"
kaz_Cyrl,['kaz_Cyrl'],urd_Arab,Step50+sbeam8,"{'kaz_Cyrl': 0.83, 'eng_Latn': 0.08}"
kaz_Cyrl,['kaz_Cyrl'],guj_Gujr,Labels,{'guj_Gujr': 0.99}
kaz_Cyrl,['kaz_Cyrl'],guj_Gujr,Base,{'kaz_Cyrl': 0.96}
kaz_Cyrl,['kaz_Cyrl'],guj_Gujr,Step1,{'kaz_Cyrl': 0.97}
kaz_Cyrl,['kaz_Cyrl'],guj_Gujr,Step50+sbeam8,{'kaz_Cyrl': 0.96}
kaz_Cyrl,['kaz_Cyrl'],sin_Sinh,Labels,{'eng_Latn': 0.19}
kaz_Cyrl,['kaz_Cyrl'],sin_Sinh,Base,"{'kaz_Cyrl': 0.9, 'eng_Latn': 0.08}"
kaz_Cyrl,['kaz_Cyrl'],sin_Sinh,Step1,{'kaz_Cyrl': 0.9}
kaz_Cyrl,['kaz_Cyrl'],sin_Sinh,Step50+sbeam8,{'kaz_Cyrl': 0.91}
kaz_Cyrl,['kaz_Cyrl'],pan_Guru,Labels,{'pan_Guru': 1.0}
kaz_Cyrl,['kaz_Cyrl'],pan_Guru,Base,{'kaz_Cyrl': 0.94}
kaz_Cyrl,['kaz_Cyrl'],pan_Guru,Step1,{'kaz_Cyrl': 0.94}
kaz_Cyrl,['kaz_Cyrl'],pan_Guru,Step50+sbeam8,{'kaz_Cyrl': 0.93}
kaz_Cyrl,['kaz_Cyrl'],tur_Latn,Labels,{'tur_Latn': 0.99}
kaz_Cyrl,['kaz_Cyrl'],tur_Latn,Base,"{'tur_Latn': 0.52, 'kaz_Cyrl': 0.21, 'eng_Latn': 0.06}"
kaz_Cyrl,['kaz_Cyrl'],tur_Latn,Step1,"{'kaz_Cyrl': 0.4, 'tur_Latn': 0.31, 'eng_Latn': 0.07}"
kaz_Cyrl,['kaz_Cyrl'],tur_Latn,Step50+sbeam8,"{'tur_Latn': 0.21, 'kaz_Cyrl': 0.52, 'eng_Latn': 0.07}"
kaz_Cyrl,['kaz_Cyrl'],kaz_Cyrl,Labels,{'kaz_Cyrl': 0.99}
kaz_Cyrl,['kaz_Cyrl'],kaz_Cyrl,Base,{'kaz_Cyrl': 0.99}
kaz_Cyrl,['kaz_Cyrl'],kaz_Cyrl,Step1,{'kaz_Cyrl': 0.99}
kaz_Cyrl,['kaz_Cyrl'],kaz_Cyrl,Step50+sbeam8,{'kaz_Cyrl': 0.99}
kaz_Cyrl,['kaz_Cyrl'],cmn_Hani,Labels,{'cmn_Hani': 1.0}
kaz_Cyrl,['kaz_Cyrl'],cmn_Hani,Base,"{'kaz_Cyrl': 0.56, 'eng_Latn': 0.21}"
kaz_Cyrl,['kaz_Cyrl'],cmn_Hani,Step1,"{'kaz_Cyrl': 0.55, 'eng_Latn': 0.2}"
kaz_Cyrl,['kaz_Cyrl'],cmn_Hani,Step50+sbeam8,"{'kaz_Cyrl': 0.52, 'eng_Latn': 0.25}"
kaz_Cyrl,['kaz_Cyrl'],jpn_Jpan,Labels,{'jpn_Jpan': 0.99}
kaz_Cyrl,['kaz_Cyrl'],jpn_Jpan,Base,"{'eng_Latn': 0.13, 'kaz_Cyrl': 0.69}"
kaz_Cyrl,['kaz_Cyrl'],jpn_Jpan,Step1,"{'kaz_Cyrl': 0.68, 'eng_Latn': 0.14}"
kaz_Cyrl,['kaz_Cyrl'],jpn_Jpan,Step50+sbeam8,"{'kaz_Cyrl': 0.61, 'eng_Latn': 0.19}"
kaz_Cyrl,['kaz_Cyrl'],kor_Hang,Labels,{'kor_Hang': 0.99}
kaz_Cyrl,['kaz_Cyrl'],kor_Hang,Base,"{'eng_Latn': 0.18, 'kaz_Cyrl': 0.7}"
kaz_Cyrl,['kaz_Cyrl'],kor_Hang,Step1,"{'kaz_Cyrl': 0.68, 'eng_Latn': 0.15}"
kaz_Cyrl,['kaz_Cyrl'],kor_Hang,Step50+sbeam8,"{'kaz_Cyrl': 0.66, 'eng_Latn': 0.15}"
kaz_Cyrl,['kaz_Cyrl'],mon_Cyrl,Labels,{'mon_Cyrl': 0.99}
kaz_Cyrl,['kaz_Cyrl'],mon_Cyrl,Base,{'kaz_Cyrl': 0.96}
kaz_Cyrl,['kaz_Cyrl'],mon_Cyrl,Step1,{'kaz_Cyrl': 0.98}
kaz_Cyrl,['kaz_Cyrl'],mon_Cyrl,Step50+sbeam8,{'kaz_Cyrl': 0.97}
kaz_Cyrl,['kaz_Cyrl'],hun_Latn,Labels,{'hun_Latn': 1.0}
kaz_Cyrl,['kaz_Cyrl'],hun_Latn,Base,"{'kaz_Cyrl': 0.61, 'eng_Latn': 0.09}"
kaz_Cyrl,['kaz_Cyrl'],hun_Latn,Step1,"{'kaz_Cyrl': 0.66, 'eng_Latn': 0.07}"
kaz_Cyrl,['kaz_Cyrl'],hun_Latn,Step50+sbeam8,"{'kaz_Cyrl': 0.69, 'eng_Latn': 0.06}"
kaz_Cyrl,['kaz_Cyrl'],mhr_Cyrl,Labels,"{'kaz_Cyrl': 0.61, 'mon_Cyrl': 0.26}"
kaz_Cyrl,['kaz_Cyrl'],mhr_Cyrl,Base,{'kaz_Cyrl': 0.91}
kaz_Cyrl,['kaz_Cyrl'],mhr_Cyrl,Step1,{'kaz_Cyrl': 0.91}
kaz_Cyrl,['kaz_Cyrl'],mhr_Cyrl,Step50+sbeam8,{'kaz_Cyrl': 0.91}
kaz_Cyrl,['kaz_Cyrl'],fin_Latn,Labels,{'fin_Latn': 0.99}
kaz_Cyrl,['kaz_Cyrl'],fin_Latn,Base,"{'kaz_Cyrl': 0.49, 'eng_Latn': 0.25}"
kaz_Cyrl,['kaz_Cyrl'],fin_Latn,Step1,"{'kaz_Cyrl': 0.58, 'eng_Latn': 0.27}"
kaz_Cyrl,['kaz_Cyrl'],fin_Latn,Step50+sbeam8,"{'kaz_Cyrl': 0.59, 'eng_Latn': 0.23}"
cmn_Hani,['cmn_Hani'],deu_Latn,Labels,{'deu_Latn': 1.0}
cmn_Hani,['cmn_Hani'],deu_Latn,Step1,"{'cmn_Hani': 0.81, 'deu_Latn': 0.11}"
cmn_Hani,['cmn_Hani'],deu_Latn,Step50+sbeam8,"{'cmn_Hani': 0.64, 'eng_Latn': 0.12, 'deu_Latn': 0.11}"
cmn_Hani,['cmn_Hani'],deu_Latn,Base,"{'cmn_Hani': 0.83, 'deu_Latn': 0.09, 'eng_Latn': 0.06}"
cmn_Hani,['cmn_Hani'],ydd_Hebr,Labels,{'heb_Hebr': 0.99}
cmn_Hani,['cmn_Hani'],ydd_Hebr,Step1,{'cmn_Hani': 0.86}
cmn_Hani,['cmn_Hani'],ydd_Hebr,Step50+sbeam8,{'cmn_Hani': 0.77}
cmn_Hani,['cmn_Hani'],ydd_Hebr,Base,{'cmn_Hani': 0.91}
cmn_Hani,['cmn_Hani'],heb_Hebr,Labels,{'heb_Hebr': 1.0}
cmn_Hani,['cmn_Hani'],heb_Hebr,Step1,{'cmn_Hani': 0.94}
cmn_Hani,['cmn_Hani'],heb_Hebr,Step50+sbeam8,"{'cmn_Hani': 0.9, 'eng_Latn': 0.06}"
cmn_Hani,['cmn_Hani'],heb_Hebr,Base,{'cmn_Hani': 0.94}
cmn_Hani,['cmn_Hani'],arb_Arab,Labels,{'arb_Arab': 1.0}
cmn_Hani,['cmn_Hani'],arb_Arab,Step1,{'cmn_Hani': 0.91}
cmn_Hani,['cmn_Hani'],arb_Arab,Step50+sbeam8,{'cmn_Hani': 0.88}
cmn_Hani,['cmn_Hani'],arb_Arab,Base,{'cmn_Hani': 0.94}
cmn_Hani,['cmn_Hani'],amh_Ethi,Labels,"{'amh_Ethi': 0.81, 'eng_Latn': 0.14}"
cmn_Hani,['cmn_Hani'],amh_Ethi,Step1,"{'cmn_Hani': 0.82, 'eng_Latn': 0.07}"
cmn_Hani,['cmn_Hani'],amh_Ethi,Step50+sbeam8,"{'cmn_Hani': 0.69, 'eng_Latn': 0.1}"
cmn_Hani,['cmn_Hani'],amh_Ethi,Base,"{'eng_Latn': 0.1, 'cmn_Hani': 0.81}"
cmn_Hani,['cmn_Hani'],mlt_Latn,Labels,"{'eng_Latn': 0.13, 'deu_Latn': 0.19, 'mlt_Latn': 0.24, 'fin_Latn': 0.11}"
cmn_Hani,['cmn_Hani'],mlt_Latn,Step1,"{'eng_Latn': 0.19, 'cmn_Hani': 0.52}"
cmn_Hani,['cmn_Hani'],mlt_Latn,Step50+sbeam8,"{'eng_Latn': 0.22, 'cmn_Hani': 0.43}"
cmn_Hani,['cmn_Hani'],mlt_Latn,Base,"{'eng_Latn': 0.18, 'cmn_Hani': 0.61}"
cmn_Hani,['cmn_Hani'],hin_Deva,Labels,"{'hin_Deva': 0.72, 'eng_Latn': 0.24}"
cmn_Hani,['cmn_Hani'],hin_Deva,Step1,"{'cmn_Hani': 0.78, 'eng_Latn': 0.14}"
cmn_Hani,['cmn_Hani'],hin_Deva,Step50+sbeam8,"{'cmn_Hani': 0.69, 'eng_Latn': 0.18}"
cmn_Hani,['cmn_Hani'],hin_Deva,Base,"{'cmn_Hani': 0.82, 'eng_Latn': 0.12}"
cmn_Hani,['cmn_Hani'],urd_Arab,Labels,{'urd_Arab': 0.98}
cmn_Hani,['cmn_Hani'],urd_Arab,Step1,{'cmn_Hani': 0.97}
cmn_Hani,['cmn_Hani'],urd_Arab,Step50+sbeam8,{'cmn_Hani': 0.95}
cmn_Hani,['cmn_Hani'],urd_Arab,Base,{'cmn_Hani': 0.97}
cmn_Hani,['cmn_Hani'],guj_Gujr,Labels,{'guj_Gujr': 0.99}
cmn_Hani,['cmn_Hani'],guj_Gujr,Step1,{'cmn_Hani': 0.93}
cmn_Hani,['cmn_Hani'],guj_Gujr,Step50+sbeam8,{'cmn_Hani': 0.87}
cmn_Hani,['cmn_Hani'],guj_Gujr,Base,{'cmn_Hani': 0.95}
cmn_Hani,['cmn_Hani'],sin_Sinh,Labels,{'eng_Latn': 0.19}
cmn_Hani,['cmn_Hani'],sin_Sinh,Step1,{'cmn_Hani': 0.89}
cmn_Hani,['cmn_Hani'],sin_Sinh,Step50+sbeam8,{'cmn_Hani': 0.77}
cmn_Hani,['cmn_Hani'],sin_Sinh,Base,{'cmn_Hani': 0.96}
cmn_Hani,['cmn_Hani'],pan_Guru,Labels,{'pan_Guru': 1.0}
cmn_Hani,['cmn_Hani'],pan_Guru,Step1,{'cmn_Hani': 0.83}
cmn_Hani,['cmn_Hani'],pan_Guru,Step50+sbeam8,{'cmn_Hani': 0.71}
cmn_Hani,['cmn_Hani'],pan_Guru,Base,{'cmn_Hani': 0.92}
cmn_Hani,['cmn_Hani'],tur_Latn,Labels,{'tur_Latn': 0.99}
cmn_Hani,['cmn_Hani'],tur_Latn,Step1,"{'eng_Latn': 0.12, 'cmn_Hani': 0.64}"
cmn_Hani,['cmn_Hani'],tur_Latn,Step50+sbeam8,"{'cmn_Hani': 0.55, 'eng_Latn': 0.17}"
cmn_Hani,['cmn_Hani'],tur_Latn,Base,"{'cmn_Hani': 0.65, 'eng_Latn': 0.12}"
cmn_Hani,['cmn_Hani'],kaz_Cyrl,Labels,{'kaz_Cyrl': 0.99}
cmn_Hani,['cmn_Hani'],kaz_Cyrl,Step1,{'cmn_Hani': 0.75}
cmn_Hani,['cmn_Hani'],kaz_Cyrl,Step50+sbeam8,"{'cmn_Hani': 0.65, 'eng_Latn': 0.06}"
cmn_Hani,['cmn_Hani'],kaz_Cyrl,Base,"{'cmn_Hani': 0.85, 'eng_Latn': 0.07}"
cmn_Hani,['cmn_Hani'],cmn_Hani,Labels,{'cmn_Hani': 1.0}
cmn_Hani,['cmn_Hani'],cmn_Hani,Step1,{'cmn_Hani': 1.0}
cmn_Hani,['cmn_Hani'],cmn_Hani,Step50+sbeam8,{'cmn_Hani': 0.99}
cmn_Hani,['cmn_Hani'],cmn_Hani,Base,{'cmn_Hani': 1.0}
cmn_Hani,['cmn_Hani'],jpn_Jpan,Labels,{'jpn_Jpan': 0.99}
